id,name,address,latitude,longitude,location,types,
1133,Divya Nagar Fun Park,"GQRV+5P2, baradaghaata 33007, naepaala",27.5403988,83.7942551,baradaghaata, park,
1134,Divyashwori temple,,27.674303,85.359739,0,,
1135,Diyalo Bangala,,27.71054074,84.4359195,0,,
1136,Dk farm house,"Q7GF+76C, baeladanadaii 10400, naepaala",28.7756971,80.2730042,baeladanadaii, zoo,
1137,Dobate,"6M3H+CF8, kharaibaota, naepaala",28.2035395,84.6786881,kharaibaota, park,
1138,Dolakha,"J6GG+XCV, jairaii 45500, naepaala",27.6274422,86.2259772,jairaii, art_gallery,
1139,Dolakha Church,"G4VX+Q7M, haawaa 45500, naepaala",27.5444627,86.1481685,haawaa,,
1140,Dolakha Kalinchowk Resort,"Kalinchwok Rd, Kuri Village, naepaala",27.7453833,86.0315853,Kuri Village, aquarium,
1141,Dolalgath Picnic,"JPQ5+2V7, bhaumalautaara 45215, naepaala",27.6375406,85.7096738,bhaumalautaara, picnic,
1142,Dolalghat Picnic Beach,"JPV4+WG2, daolaalaghaata 45215, naepaala",27.6447627,85.7062708,daolaalaghaata, picnic,
1143,Dolanga Takura daolangagaa taakauraa,"RCPQ+XFG, aathabaisakaota 22000, naepaala",28.8374331,82.4387069,aathabaisakaota, picnic,
1144,Doleshwar Mahadev Temple,,27.63886631,85.43840887,0,,
1145,Dolkar Thanka Arts,"JGJM+5V5, dhaulaikhaela 45210, naepaala",27.6303896,85.5347578,dhaulaikhaela, art_gallery,
1146,Dolkha Bhimsen Mandir,,27.67797859,86.07644772,0,,
1147,Dolpo Art Gallery,"P9G9+MWX, baaudadha sadaka, kaathamaadaauँ 44602, naepaala",27.7267552,85.3698507,baaudadha sadaka,,
1148,Dolpo Buddha Hotel,"45GP+Q7H, Dolpa, Dho 1, Nepal",29.1269276,83.18574,Dolpa,"campground, park, lodging, point_of_interest, establishment",
1149,Dolpo Museum daolapao samgaraahalaya,"C3GC+75, saaladaanga 21400, naepaala",29.42557,83.0705315,saaladaanga,,
1150,Dolpo Zhur monastery,"552C+QRG, dhao 21400, naepaala",29.151949,83.1720812,dhao, church,
1151,Doramba Bazar (Tourist destination),"GW8M+6F2, daoramabaa 45400, naepaala",27.5155156,85.9336283,daoramabaa, tourist_attraction,
1152,Doramba sailung gaupalika,"GW9P+W64, daoramabaa 45400, naepaala",27.5197676,85.9355648,daoramabaa, monument,
1153,Doti,"Doti, daipaayala sailagadhaii 10800, naepaala",29.266667,80.983333,daipaayala, tourist_attraction,
1154,Doti ghogatal,"8WXX+279, 10800, naepaala",29.3475281,80.9482227,10800, historic_site,
1155,Dovan Park,"M8HM+GX2, Kathmandu 44600, Nepal",27.6788056,85.3345194,Kathmandu,"park, point_of_interest, establishment",
1156,Dr. Manjarul,"W9G8+467, dharamapaura 44500, naepaala",26.9253456,85.3655814,dharamapaura, museum,
1157,Dr.Subhash Animal Hospital & Research Center Pvt.Ltd,"Nepal bank ltd, Opposite to Rangoli studio, Gaur Rd Number 2, gaaura 44500, naepaala",26.7644968,85.2796597,Opposite to Rangoli studio, zoo,
1158,Dream Church,"Hattiban Marg, lalaitapaura 44600, naepaala",27.6477056,85.3317494,lalaitapaura, church,
1159,Dream Garden,,26.50230281,87.29908073,0,,
1160,Dream Park,"ghaoraahaii 22400, naepaala",28.0046875,82.4981875,naepaala,,
1161,Dream World Amusement Pvt. Ltd.,"Ghumaune Tol, chanadaraagairaii 7, naepaala",27.6862568,85.2182448,chanadaraagairaii,,
1162,Dristi,"M28G+86F, manaanga gaawaisa 33500, naepaala",28.6658169,84.0255544,manaanga, tourist_attraction,
1163,Duda,"2JMJ+MQC, takalaaka 33400, naepaala",28.0341783,83.6318984,takalaaka, hike,
1164,Dudamukh Baghkhor Park,"MG75+M2H, naalaa ugarachanadaii 45200, naepaala",27.6641987,85.507612,naalaa, park,
1165,Dudh Pokhari daudha paokharaii,"F766+RJ, chaamae, naepaala",28.4620513,84.2615429,chaamae, historic_site,
1166,Dudh daha,"M5GR+QCR, daaramaa 21000, naepaala",29.6769834,82.191013,daaramaa, hindu_temple,
1167,Dudhauli park,"X7FR+G54, daudhaaulaii 45900, naepaala",26.9737621,86.2904627,daudhaaulaii, park,
1168,Dudhkoshi Chhirdi Motorable Bridge,"HMVG+PM, taakasainadau 56000, naepaala",27.5943605,86.6779085,taakasainadau, tourist_attraction,
1169,Dudhkunda Adventure Treks,"P9P6+66F, kaathamaadaauँ 44600, naepaala",27.735564,85.3605374,kaathamaadaauँ, trek,
1170,Dudhpokhari gaupalika lamjung,"7J6C+226, daudha paokharaii 33600, naepaala",28.2600373,84.6200151,daudha, mosque,
1171,Dudiley Tol,"9RH7+376, raakhaa baangadaela 56200, naepaala",27.3776639,86.8131298,raakhaa, museum,
1172,Dugahiti,"PFH7+RG3, shangakharaapaura 44600, naepaala",27.7295195,85.4637824,shangakharaapaura, historic_site,
1173,Dugure Ground,"MCFR+X48, Bhaktapur 44800, Nepal",27.6749088,85.4403228,0,Bhaktapur,
1174,Duhabi (dauhawaii) Saptari,"DUHABI 56400, naepaala",26.6237841,86.5531257,naepaala, park,
1175,Duhabi suspension bridge,"H7PQ+JMC, saisawanaiwadaharaa 56707, naepaala",26.5865633,87.2891397,saisawanaiwadaharaa, tourist_attraction,
1176,Dulal Gaun Namuna Pratikshyalaya,"RHP3+583, maelamachaii, naepaala",27.8353981,85.5532975,maelamachaii, tourist_attraction,
1177,Dullu Museum,"VJF5+8CP, Unnamed Road, daulalau 21600, naepaala",28.8733353,81.6085898,Unnamed Road, museum,
1178,"Dumping side of Deumai Municipality, Ilam","WRGJ+HM, daeumaaii 57300, naepaala",26.9264287,87.8317364,daeumaaii, historic_site,
1179,Dumraha Duhabi 10,"H7C2+8PM, saimaraiyaa 56707, naepaala",26.5708344,87.251806,saimaraiyaa, historic_site,
1180,Dumsheree Gorkha,"2JHF+4PX, Gorkha 34000, Nepal",28.0278656,84.6243656,Gorkha,"park, point_of_interest, establishment",
1181,Dunai,"XV2V+VHJ, daunaai 21400, naepaala",28.9522718,82.8938781,daunaai, tourist_attraction,
1182,Duner Temple Vatagau,"Bajhang, chhanna bhatgau word no 5, naepaala",29.442372,81.1693458,chhanna, hindu_temple,
1183,Duniya Danda Green Park,"M827+3QP, Lalitpur 44700, Nepal",27.6502044,85.314441,Lalitpur,"park, point_of_interest, establishment",
1184,Dupcheshwor Mahadev Mandir,"X92V+6XW, shaikharabaesaii 44900, naepaala",27.950624,85.3949454,4.6,shaikharabaesaii,
1185,Durbar Adventure Zipline Resort,"W565+6R8, baidaura 44900, naepaala",27.910565,85.1595801,baidaura, hike,
1186,Durbar Devisthan (Gulmi Durbar),"272P+CPJ, darabaara daewaisathaana 32600, naepaala",28.0010877,83.2867407,darabaara, hindu_temple,
1187,Durga Mandir Kalyanpur,"Q665+M6V, Kalyanpur 56500, naepaala",26.7617498,86.208052,Kalyanpur, hindu_temple,
1188,Durga Mandir Rangeli,"FF6R+X7R, rangagaelaii 56600, naepaala",26.4624994,87.4906485,rangagaelaii, hindu_temple,
1189,"Durga Mandir, Laxmipur, Balara-3, Sarlahi, Nepal","Q96C+WC6, Unnamed Road, balaaraa 45800, naepaala",26.762275,85.3710289,Unnamed Road, hindu_temple,
1190,Durga Temple,,26.95534689,88.01988803,0,,
1191,Durga bhawani mandir,"8C66+HGF, Tara khola 4, baagalaunga 33300, naepaala",28.3114254,83.4113108,Tara, mosque,
1192,"Durga mandir (Temple), Lalbandi ,Sarlahi","3J3J+69M Durga mandir, laalabanadaii 45801, naepaala",27.0530257,85.6307145,laalabanadaii, hindu_temple,
1193,Durga mandir bichpatti,"R94C+W9R, daekhatabhaulaii 10400, naepaala",28.8073666,80.3708767,daekhatabhaulaii, museum,
1194,Durgapur Jhapa,"JWMF+VMQ, kanakaaii 57200, naepaala",26.6392992,87.9287896,kanakaaii,,
1195,Durgathali,"F3P2+653, chaaudhaaraii 10500, naepaala",29.485517,81.0504191,chaaudhaaraii, monument,
1196,Durlung Kot,"kaushamaa 33400, naepaala",28.2533235,83.6885371,naepaala,,
1197,Earthquake Memorial Statue,"W48W+CR7, baidaura 44900, naepaala",27.9159804,85.1470501,baidaura, monument,
1198,Earthquake Memorial park,"P74Q+G9M, Kathmandu 44600, Nepal",27.7065081,85.2884511,Kathmandu,"park, point_of_interest, establishment",
1199,East Nepal Adventure Trekking & tour,"Bhanupath Ilam, Bazar 57300, naepaala",26.9078005,87.9238777,Bazar,,
1200,East's Nest Bike Park,"Lalitpur 44600, Nepal",27.677599,85.300297,Nepal,"park, point_of_interest, establishment",
1201,East-west Highway Birtamod,"1st&3rd Floor Hanuman ComplexE, mahaenadara raajamaaraga, bairataamaoda 57204, naepaala",26.6422935,87.9888385,mahaenadara raajamaaraga, historic_site,
1202,Eastblue aquarium,"M77G+R2V, H08, itaharaii 56705, naepaala",26.6646009,87.2750711,H08, aquarium,
1203,"Eid Gaah (Gallamandi, Piprahiya)","Piprahiya, saidadhaarathanagara 32900, naepaala",27.5062048,83.4417332,saidadhaarathanagara, mosque,
1204,Ekata Milap Church,"Q9J4+45R, Budhanilkantha School Main Rd, baudhaanaiilakanatha 44600, naepaala",27.780365,85.3554509,Budhanilkantha School Main Rd, church,
1205,Ekklesia Jaleshwor (Ps.Radhe John),"MQ2V+GM, jalaeshawara 45700, naepaala",26.6514265,85.7940872,jalaeshawara, church,
1206,Election Agrovet Thabang Rolpa,"R.M 2, thawaanga 22106, naepaala",28.4987987,82.7104765,thawaanga, aquarium,
1207,Elephant Breeding Center,"Baadreni Road Royal Chitwan NP., Bharatpur 44204, Nepal",27.5819444,84.4630556,4.1,Bharatpur,
1208,Elephant House,"JR6W+PHG, mataihaanaii 45700, naepaala",26.6119049,85.8464934,mataihaanaii, zoo,
1209,"Elohim Church, Inaruwa","J543+C85, inarauwaa 56710, naepaala",26.6059805,87.153358,inarauwaa, church,
1210,Emmanuel Church,"3HR7+8CM, baudara 10800, naepaala",29.0908213,80.5635006,baudara, church,
1211,Emmanuel Kripa Church,"Q329+RPJ, paृthawaii raajamaaraga, thaakarae 45100, naepaala",27.7534434,85.0692758,paृthawaii raajamaaraga, church,
1212,Emmanuel eclesia tikapur kailali,"G495+3W9, taikaapaura 10901, naepaala",28.5176825,81.1098188,taikaapaura, church,
1213,EnCompass Church Nepal,"New Thimi chok, taxi stand, madhayapaura thaimaii -१३ thaimaii, 44800, naepaala",27.6725729,85.3848263,taxi stand, church,
1214,Enduro Trail,"JRXV+93, laisamkhau, naepaala",27.6484088,85.84269,laisamkhau, hike,
1215,Ephphatha Nepali Church,"M6HP+FX7, chanadaraagairaii 44600, naepaala",27.6786298,85.2373216,chanadaraagairaii, church,
1216,Eramechhap,"83FM+FC4, raamaechhaapa maaraga, raamaechhaapa 45400, naepaala",27.3235593,86.0835679,raamaechhaapa maaraga, mosque,
1217,Estern Believers Church Hilihang,"7Q83+GQ8, amarapaura 57400, naepaala",27.2662906,87.7544516,amarapaura, church,
1218,Esther mobile gallery,"Laljhadi, gaupalika.4, naepaala",28.7918593,80.3806228,gaupalika.4, art_gallery,
1219,"Eterna Life Church, Hariwan Sarlahi","3HW8+V52, haraiwana 45804, naepaala",27.0970629,85.5654288,haraiwana, church,
1220,"Eternal Life Church Jogimara,Dhading","RM3Q+JF5, jaogaiimaaraa 45100, naepaala",27.8039494,84.6887448,jaogaiimaaraa, church,
1221,Eternal life church (ananata jaiiwana manadalaii),"Devdaha-1, naepaala",27.5854654,83.5723381,daaraechaoka, church,
1222,Ethnic mission church,"5WRX+6P6, Chhorepatan, Pokhara, simaltuda 17, naepaala",28.1905357,83.9492679,Chhorepatan, church,
1223,"Evangelical Friends Church ,Golbazar","Q8WM+69G, gaolabajaara 56500, naepaala",26.79583,86.3341988,gaolabajaara, church,
1224,"Evangelical Friends Church, Dhulikhel dhaulaikhaela maitara manadalaii","Dhulikhel Road 3, dhaulaikhaela 45200, naepaala",27.626937,85.5476667,dhaulaikhaela, church,
1225,Evangelical Kundahar Church,"6245+2C5, paokharaa 33700, naepaala",28.205022,84.0086145,paokharaa, church,
1226,Everest Art Gallery,"Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal",27.7453378,85.341891,P.O.Box,"art_gallery, point_of_interest, establishment",
1227,Everest Base Camp Trailhead,"J6MJ+QV3, jairaii 45500, naepaala",27.634389,86.2321722,jairaii,,
1228,Everest Fun Park & Resort Pvt. Ltd,"JJMG+JW7, Urlabari-08, Durgapuri, Urlabari Ambari Rd, uralaabaaraii 56604, naepaala",26.6313457,87.6237733,Urlabari-08, tourist_attraction,
1229,Everest Science Center Nepal,"Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal",26.4476094,87.2126916,Sitagunj,"museum, point_of_interest, establishment",
1230,Everest store inaruwa Sunsari,"inarauwaa 56710, naepaala",26.600951,87.1487746,naepaala, trek,
1231,Exotic aquariums and pet shop,"Next to Prabhu bank Near to Gorkha Department, patharaii shanaishacharae 56600, naepaala",26.6604739,87.5610962,patharaii, aquarium,
1232,External Peace Flame,,27.4747659,83.27571893,0,,
1233,FGT Church Joshipur,"H2C9+FMJ, jaoshaiipaura 10901, naepaala",28.5712331,81.0191358,jaoshaiipaura, church,
1234,FGT Church Nepalgunj,"3JCP+HCR, naepaalaganyaja 21900, naepaala",28.071482,81.6359961,naepaalaganyaja, church,
1235,"FGT Church, Tesanpur, Bardiya","6C64+W6C, mahamamadapaura 21800, naepaala",28.2123031,81.4055013,mahamamadapaura, church,
1236,"Faith Church, Nepal Chitwan","JHC5+34R, Sai Chowk - Chaipur Rd, khaairahaanaii 44204, naepaala",27.6202343,84.5577561,Sai Chowk - Chaipur Rd,,
1237,"Falaicha Art,Culture And Museum Stay","Bhojpur 57000, Nepal",27.1567158,87.0843056,Nepal,"museum, point_of_interest, establishment",
1238,Famous Art and Creation Flex Print,"Q77H+RJ9, gaaura 44500, naepaala",26.76453,85.2790342,gaaura, art_gallery,
1239,Farmers Father DevDhawal Park,"7J47+R2, Baglung 33300, Nepal",28.2570579,83.6125858,5,Baglung,
1240,Fender pets Aquarium shop,"Unnamed Road, gaokaranaeshawara 44600, naepaala",27.7183825,85.3822816,gaokaranaeshawara, aquarium,
1241,Fine Art,"lahaana raoda 10, lahaana 56500, naepaala",26.7171799,86.4831464,lahaana, art_gallery,
1242,Fine Arts,"P876+QM7, Tridevi Sadak, Kathmandu 44600, Nepal",27.7144654,85.311674,Tridevi Sadak,"art_gallery, point_of_interest, establishment",
1243,Finear Art Gallery,"MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal",27.6714725,85.4278354,Ichhu Galli,"art_gallery, point_of_interest, establishment",
1244,Fins and fur,"ratana raoda 11, dharaana 56700, naepaala",26.8128452,87.2865178,dharaana, aquarium,
1245,First view point,"H9HW+8JC, Godawari - Phulchoki Rd, gaodaawaraii 45200, naepaala",27.5783216,85.3965066,Godawari - Phulchoki Rd, hike,
1246,Fish Market,"Q77H+68W, gaaura 44500, naepaala",26.7631397,85.2783446,gaaura, aquarium,
1247,Fish O Farm CAARP,"Khairahani 10, kathaara 44200, naepaala",27.5875299,84.6194439,kathaara, aquarium,
1248,Fish Shop,"GPPX+8MQ, F04, raajawairaaja 56400, naepaala",26.5358438,86.7492228,F04, aquarium,
1249,Fish farm & resort,"Heaven park, bairataamaoda 00977, naepaala",26.6260514,87.9711825,bairataamaoda, park,
1250,Fishing spot,"JCRW+J5, tailaotatamaa 32907, naepaala",27.641588,83.44539,tailaotatamaa, hike,
1251,Foot Bridge,"RR6M+3VG, baenaighaata 45100, naepaala",27.8101924,84.8347135,baenaighaata, tourist_attraction,
1252,Forest places of animals,"6PMQ+5C, kaushamaa 33400, naepaala",28.233619,83.737217,kaushamaa, zoo,
1253,Fountain Eco Park,"F76P+73W, wairaatanagara 56613, naepaala",26.4607491,87.2852092,wairaatanagara, picnic,
1254,Freedom Art Gallery,"thamaela bhagawataii maaraga, Kathmandu 44600, Nepal",27.7157566,85.3116134,Kathmandu,"art_gallery, point_of_interest, establishment",
1255,Freedom Church,"9X7X+53R, dhaapaa 21200, naepaala",29.3629879,81.9976525,dhaapaa, church,
1256,Freedom picnic spot,"N18, raamapaura 32500, naepaala",27.8723881,83.9423628,raamapaura, picnic,
1257,Friends Aquatics Nepal,"madhayapaura thaimai 44600, naepaala",27.6799846,85.3763028,naepaala,,
1258,Friends Church Malangwa,"Malangwa 4, naepaala",26.8626548,85.5560635,naepaala, church,
1259,Frn's Aquarium,"sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala",27.428594,85.0352454,haetaaudaa,,
1260,Frns Aquarium Lalbandi,"3J3J+M83, laalabanadaii 45801, naepaala",27.0541398,85.6308099,laalabanadaii, aquarium,
1261,Fulbari,"4CJM+JC6, saunadarabajaara 33600, naepaala",28.1315721,84.4331352,saunadarabajaara, tourist_attraction,
1262,Fulbari phauulabaaraii,"RH7R+QF4, kasaenaii 32500, naepaala",27.8143901,83.5912088,kasaenaii, park,
1263,Fulbarigate,"P7VW+R62, taarakaeshawara 44600, naepaala",27.744511,85.295207,taarakaeshawara, trek,
1264,Full Baari Garden jhabaraha,"5WFH+XPF, Unnamed Road, baelawaa parasaaunaii 44300, naepaala",27.1749384,84.9292939,Unnamed Road, tourist_attraction,
1265,Full Gospel Church,"RPX8+5H6, naaraayana nagarapaalaikaa 21600, naepaala",28.8475276,81.7177931,naaraayana, church,
1266,Full Life Church,"M9C8+WCP, madhayapaura thaimaii 44600, naepaala",27.6722652,85.3660231,madhayapaura, church,
1267,Fulwapur Abdul house,"C6V6+CJ, laumabainaii saaँsakaृtaika 32800, naepaala",27.4435486,83.2115452,laumabainaii, mosque,
1268,Fulwari Masjid فُلواری مسجد,"3J5G+GMR, Eklaini, naepaalaganyaja, naepaala",28.0588608,81.6265427,Eklaini, mosque,
1269,Fun Land,"Bhadrakali Road, kaathamaadaauँ 44600, naepaala",27.6975641,85.3190336,kaathamaadaauँ, amusement_park,
1270,Fun Park Ilam,"WW5J+V2R, iilaama 57300, naepaala",26.9096976,87.9297417,iilaama,,
1271,Fun park,"47JX+56M, taulasaiipaura 22412, naepaala",28.1304503,82.2980335,taulasaiipaura, amusement_park,
1272,G Art Gallery,"sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala",27.7473528,85.3519197,tallo vangal,,
1273,G.Creek CHURCH KASALA ROLPA,"8Q86+7CX, jaaimaakasalaa 22100, naepaala",28.3157431,82.7611274,jaaimaakasalaa, church,
1274,G.Sagar Aquarium,"gaunakaamadaewa maaraga, kaathamaadaauँ 44614, naepaala",27.7017294,85.3052411,kaathamaadaauँ,,
1275,"GAINDAKOT-6, PLAYGROUND","M9RV+G9M, gaaimdaakaota, naepaala",27.691321,84.3934774,gaaimdaakaota, tourist_attraction,
1276,"GANESH TEMPLE, NAWADURGA TOLE, SUNWAL-2","HJPX+4P3, NawaDurga Tole, saunawala, naepaala",27.5852626,83.6492742,NawaDurga Tole, hindu_temple,
1277,GANESHU PALACE WHITE HOUSE,"Papermill Road, chhairaeshawaranaatha 45600, naepaala",26.8580278,85.9592966,chhairaeshawaranaatha, historic_site,
1278,GCAP,"Bigu rural municipality-4, saimgataii 45500, naepaala",27.7365813,86.1670852,saimgataii, mosque,
1279,GHALEGAUN HOMESTAY HEAD OFFICE,"Tourism office, ghalae gaauँ 33600, naepaala",28.2783125,84.3088374,ghalae, trek,
1280,GHARAP ZHONG VIEW POINT,"QP8F+G2M, jaomasaoma 33100, naepaala",28.7663374,83.7223099,jaomasaoma, monument,
1281,GHAUSIA JAMA MASJID Bhimdatta Nagar Palika 4th Street (Gali) No (1) MahindraNagar Dist. KanchanPur SudurPashchim ( Nepal ),"X58J+5Q8, Hospital Link, bhaiimadatata 10400, naepaala",28.96546,80.1819578,Hospital Link,,
1282,GHAUSIA MASJID Dhangadhi (Chauraha) District Kailali SudurPashchim (Nepal),"PH39+HXR, dhanagadhaii 10900, naepaala",28.7039976,80.5699227,dhanagadhaii, mosque,
1283,GHAUSIA Masjid Lamki Tikapur Road Kailali Sudur Pachchim Nepal,"J5G2+C82, chaauhaa 10901, naepaala",28.6261997,81.1501957,chaauhaa, mosque,
1284,GHULSHAN East RAZA JAMA MASJID JITATHAN Chhatreshwori Ruralmunicipality 7 Dict. Salyan Karnali(6) ( NEPAL ),"76PQ+P5R, chhaayaaँkashaetara 22200, naepaala",28.2868731,82.2379119,chhaayaaँkashaetara,,
1285,GKII Jemaat Oelbima,"RT 12 RW 06 Dusun 3 Desa, daulalau, naepaala",28.8527045,81.5815776,daulalau, church,
1286,GREATER GRACE CHURCH KATHMANDU NEPAL,"pepsicola kaathamaadaau mahaanagara paalaikaa ३२ paepasaikaolaa, 44600, naepaala",27.6872969,85.3648296,44600,,
1287,Gadhi,"Gadhi 45800, naepaala",26.9,85.383333,naepaala, tourist_attraction,
1288,Gadhimai Temple,"X978+967, Garuda-Samanpur Road, samanapauura 44500, naepaala",26.9633895,85.3656087,Garuda-Samanpur Road, hindu_temple,
1289,Gadtara,"Modi 6, tailaahaara, naepaala",28.2378425,83.7123453,tailaahaara, picnic,
1290,"Gagan Batika, Nagbahal","M8GF+8G5, Nagabahal - Nyadha Galli, Lalitpur 44600, Nepal",27.6757678,85.3238613,Nagabahal - Nyadha Galli,"park, point_of_interest, establishment",
1291,Gah Hiti,"M9MM+G6C, Unnamed Road, madhayapaura thaimaii 44600, naepaala",27.6838072,85.3830214,Unnamed Road, historic_site,
1292,Gahana Pokhari Pond,,27.71664539,85.33290233,0,,
1293,Gaighat Falls,"7C7J+553, haraichaaura 33300, naepaala",28.2628992,83.4304299,haraichaaura, trek,
1294,"Gaighat, Udayapur","QMRX+MH3, taraiyaugaa 56300, naepaala",26.7916261,86.6989185,taraiyaugaa,,
1295,Gaighata Shoreeepur,"XG22+392, sharaiipaura 45800, naepaala",26.9501444,85.5009022,sharaiipaura, zoo,
1296,Gairi Pipal,"J46P+QJP, Kawaswati 33000, naepaala",27.6111592,84.1366267,Kawaswati, historic_site,
1297,Gairibari jharana,,27.74999037,84.57010439,0,,
1298,Gairigadh suspension bridge,"6W28+4F, daipaayala sailagadhaii 10800, naepaala",29.2003096,80.9162274,daipaayala, hike,
1299,"Gairigaun, Chautara Sangachokgadhi","QMGV+CWH, chaautaaraa 45306, naepaala",27.7760591,85.6948458,chaautaaraa, tourist_attraction,
1300,Gairikhola Bridge,"4CCV+GFG, Road, chanadarapaura 44500, naepaala",27.1213042,85.4437061,Road, museum,
1301,"Gairikhoriya(Koiralaphant),Lamjung,Nepal.","48XF+FGX, Koiralaphant 33600, naepaala",28.1487347,84.3238547,Koiralaphant,,
1302,Gaishar Masjid,"J7P6+WG, itaharaii 56709, naepaala",26.6373624,87.2612049,itaharaii, mosque,
1303,Gajalakshmi Murti,,27.67814902,85.3307906,, Monument,
1304,Gajar Park,"29C3+F4C, dhanakautaa 56800, naepaala",27.0209165,87.3522386,dhanakautaa, park,
1305,Gajendra Memorial Hospital,"NH36, sakhauuawaa 44500, naepaala",26.906872,85.3030051,sakhauuawaa, monument,
1306,Gajuri,"4V23+M87, Pyuthan 22300, Nepal",28.1016595,82.8532928,Pyuthan,"park, point_of_interest, establishment",
1307,Gajuri 6 milantar,"QWRM+7C, paidaa 45100, naepaala",27.7906413,84.9335881,paidaa, monument,
1308,Gajuri Punaruthan Church gajauraii characha,"paृthawaii raajamaaraga, 45112, naepaala",27.8041131,84.8811854,45112, church,
1309,Galagatha AG Church,"4F9J+QP8, parashauraama 10300, naepaala",29.119364,80.4818481,parashauraama, church,
